attacker_id,n_positive,n_negative,n_total,positive_ratio,negative_ratio,intensity,longevity,similarity_median,log_affect_ratio,log_affect_ratio_z,intensity_scaled,longevity_scaled,similarity_scaled,saints_naive
USA-2024-APALACHEE,474,1072,2822,0.16796598157335224,0.3798724309000709,0.0,0.0,0.4698895215988159,-0.816070698826117,0.7500602006087161,0.0,0.0,0.5954152626445075,0.4465972913446307
DEU-2024-MUNICHCONSULATE,17,149,264,0.06439393939393939,0.5643939393939394,0.0,0.0,0.6504425406455994,-2.1707192044085692,0.4343669035519267,0.0,0.0,0.8242010054957484,0.35800563866157276
USA-2024-HUMBER,51,651,1013,0.050345508390918066,0.6426456071076012,0.0,0.0,0.5214446187019348,-2.546665703002785,0.3467546637944749,0.0,0.0,0.6607427285089729,0.2291156226787729
DEU-2024-SACHSISCHE,7,954,1000,0.007,0.954,0.0,0.0,0.5350390076637268,-4.914611723670705,-0.20508198123673327,0.0,0.0,0.6779687067487851,-0.13903916559654667
USA-2024-MADISON,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
DEU-2024-MAGDEBURG,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
USA-2025-NEWORLEANS,33,376,729,0.04526748971193416,0.5157750342935528,0.0,0.0,0.5583357214927673,-2.4330614300862314,0.37322950751147715,0.0,0.0,0.7074888776520961,0.2640557253759396
USA-2025-LASVEGAS,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
DEU-2025-ASCHAFFENBURG,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
USA-2025-ANTIOCH,66,544,1006,0.06560636182902585,0.5407554671968191,0.0,0.0,0.5161998271942139,-2.1092811117844352,0.44868470920074616,0.0,0.0,0.6540968494894539,0.29348325470229986
SWE-2025-OREBRO,23,269,498,0.04618473895582329,0.5401606425702812,0.0,0.0,0.5307011604309082,-2.459197363032583,0.3671386737568263,0.0,0.0,0.6724720520443935,0.2468904973261101
USA-2025-CASAP-WI,76,585,1000,0.076,0.585,0.0,0.0,0.5818740129470825,-2.040867058537601,0.46462822365893064,0.0,0.0,0.7373151609469167,0.3425774335075645
USA-2025-ALLEN-FL,46,1137,1523,0.030203545633617858,0.7465528562048588,0.0,0.0,0.48614001274108887,-3.2074753286028583,0.19275665724675178,0.0,0.0,0.6160068911163586,0.11873942917255309
USA-2025-FSU,1,29,38,0.02631578947368421,0.7631578947368421,0.0,0.0,0.5352194309234619,-3.367259141052425,0.15551992878129736,0.0,0.0,0.6781973280685728,0.10547320016089061
CAN-2025-VANCOUVER,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
AUT-2025-GRAZ,,,,0.5,0.5,0.0,0.0,0.0,0.0,0.9402409364100551,0.0,0.0,0.0,0.0
JPN-2025-YOKOHAMA,32,206,390,0.08205128205128205,0.5282051282051282,0.0,0.0,0.5396370887756348,-1.862129971766213,0.5062819072503976,0.0,0.0,0.6837951139084767,0.34619309443808644
USA-2025-MINNEAPOLIS,2,40,64,0.03125,0.625,0.0,0.0,0.5170460939407349,-2.9957018740647,0.24210928253423308,0.0,0.0,0.6551691869517422,0.15862254179142313
MEX-2025-CCHSUR,13,168,246,0.052845528455284556,0.6829268292682927,0.0,0.0,0.4991166591644287,-2.5589971633284803,0.3438808855769513,0.0,0.0,0.632450103793475,0.21748750177573495
RUS-2025-ODINTSOVO,1,92,108,0.009259259259259259,0.8518518518518519,0.0,0.0,0.5213590860366821,-4.521681756792975,-0.11351183869063379,0.0,0.0,0.6606343467468667,-0.07498981940142256
AUS-2025-BONDIBEACH,0,3,3,0.0,1.0,0.0,0.0,0.0,-13.815511557963774,-2.2793871636368173,0.0,0.0,0.0,-0.0
RUS-2026-ANAPA,12,291,395,0.030379746835443037,0.7367088607594937,0.0,0.0,0.5013688802719116,-3.188385058645962,0.19720553844328437,0.0,0.0,0.6353039806317637,0.12528546357564888
